pH,Temperature,Turbidity,Dissolved_Oxygen,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,15.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,15.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,15.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.9,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,15.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,18,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,19.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,20.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,25.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,20,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,19.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,17.9,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,19.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,17.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.9,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,18.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,18.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,15.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,18.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,17.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,17.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.5,18.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,18,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,17.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.4,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,17,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,17.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,17.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12.3,16.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,17.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,17,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,17.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,17,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,15.5,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,15.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,15.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,15.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,15.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.2,16.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,15.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12.1,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,17,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,12,16.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,16.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.9,15.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,15.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,15.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,15.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,15.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.8,16.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,16.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.7,14.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,14.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,16.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,16.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,14.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,12.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,16,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,14.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,14.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.6,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,15.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.5,14.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,13.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,14.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.4,13.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,14.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,15.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,13.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,14.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,14.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,14.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.3,15.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,14.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.2,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,16.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11.1,15.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,14.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.1,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.4,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.8,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,14.9,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.9,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.5,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.9,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.7,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.4,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.3,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.2,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.9,16.5,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.9,15.8,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.9,16.1,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,10.9,14.7,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.7,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,14.8,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.5,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.2,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,15.1,10.9,,,,,,,,,,,,,,,,,,,,,,
7.7,11,16.4,10.9,,,,,,,,,,,,,,,,,,,,,,
